Tweet Tratado,Tweet Original
"['eu', 'odeio', 'ser', 'grossa', 'mamae', 'fala', 'manda', 'neto', 'pqp', 'pra', 'mandar', 'neto', 'fazer', 'merda', 'pra', 'ter', 'resolver', 'merda', 'fez', 'problema', 'tava', 'melhor', 'mandar', 'ne', 'melhor', 'mesma', 'ir', 'resolver', 'tudo']","Eu odeio ser grossa com a mamãe, mas quando ela fala “manda o neto” PQP se fosse pra mandar o neto e ele fazer merda pra eu ter que resolver a merda que ele fez e o problema que tava melhor não mandar né, melhor eu mesma ir e resolver tudo"
"['bora', 'tomar', 'cappuccino', 'nesse', 'frio', 'cactos']",Bora tomar um cappuccino nesse frio meus cactos?🌵☕️ https://t.co/PajgAifnpl
"['odeio', 'odeio', 'odeio', 'odeio', 'pessoas', 'caralho']","eu odeio, odeio, odeio, ODEIO pessoas. que caralho."
"['ta', 'moda', 'falar', 'merda', 'temperamento', 'segue', 'edicao', 'linda', 'figurinhas', 'de', 'simplicium', 'medicamentorum', 'pra', 'sabe', 'grego', 'caso']","como tá na moda falar merda de temperamento, segue uma edição linda com figurinhas do ""De simplicium medicamentorum"" pra quem sabe grego

(não é o meu caso)"
"['choquei', 'ai', 'frio', 'ta', 'tirando', 'caralho', 'mete', 'pe']","RT choquei: e ai frio, tá tirando caralho? mete o pé🫰"
"['vai', 'toma', 'cu', 'frio', 'porra', 'to', 'aguentando']",vai toma no cu que frio da porra não to aguentando
"['coloquei', 'gabi', 'roupa', 'azul', 'desespero', 'damares', 'nao', 'compre', 'arrombado', 'adote']","Coloquei minha Gabi de roupa azul para desespero da Damares! Não compre, arrombado, adote! @casadoviralata https://t.co/U0s2LeelXo"
"['frio', 'caralho', 'indo', 'tomar', 'sorvete']",frio do caralho e eu indo tomar sorvete
"['puta', 'pariu   ainda', 'alguem', 'acredita', 'fdp', 'russos', 'dizem', 'atingir', 'alvos', 'militares', 'que', 'povo', 'atrasado', 'ogres']","Puta que pariu…ainda há alguém que acredita nos fdp dos russos que dizem só atingir alvos militares ? Que povo atrasado, ogres mesmo! https://t.co/CFu96HZJHr"
"['frio', 'hj', 'ta', 'propicio', 'pra', 'tomar', 'cerveja']",frio de hj ta propício pra tomar 32 cerveja
"['ser', 'triste', 'ficar', 'triste', 'todo', 'dia', 'merda']",Ser triste e ficar triste todo dia é uma merda 😪
"['ficha', 'criminal', 'extensa', 'soltinho', 'matar', 'que', 'merda', 'quando', 'vai', 'acabar', 'hoje', 'assassinaram', 'dois', 'prfs', 'saiba', 'matador', 'serie', 'preso', 'fortaleza']","FICHA CRIMINAL EXTENSA e soltinho para MATAR.
Que merda é essa @gen_heleno @jairbolsonaro @GenMattos? Quando isso vai acabar?
Hoje assassinaram DOIS PRFs!!!!!
🇧🇷
Saiba quem é o matador em série preso em Fortaleza https://t.co/zS3BxoAbV0"
"['reciprocidade', 'efetiva', 'krlh', 'quero', 'foda']",Reciprocidade efetiva e o krlh quero que se foda muito
"['ma', 'boy', 'para', 'kkkk', 'pelo', 'menos', 'usou', 'coracao', 'preto', 'respeito']","Ma boy ? Para kkkk
Pelo menos usou coração preto 🖤 em respeito. https://t.co/BsvmMDlLCM"
"['crlh', 'faco', 'merda', 'pqp']",Crlh só faço merda pqp
"['mulher', 'fdp', 'da', 'enel']",MULHER FDP DA ENEL
"['oq', 'to', 'fudido', 'hj', 'eh', 'brincadeira']",oq eu to fudido hj eh brincadeira
"['vou', 've', 'vou', 'tia', 'amanha', 'pra', 'concertar', 'merda', 'fiz', 'cabelo']",Vou vê se vou na minha tia amanhã pra ela concertar a merda que eu fiz no cabelo 😩🤡
"['bloquear', 'facil', 'dificil', 'deslamber', 'cu']","Bloquear é fácil, difícil é deslamber meu cú 😘 ✌️"
"['suspensao', 'usar', 'musica', 'guns', 'n', 'roses', 'suspensao', 'dias', 'falar', 'q', 'queria', 'ser', 'domado', 'egua', 'arrascaeta', 'nem', 'um', 'motivo', 'massa', 'eu', 'consigo', 'pra', 'ser', 'suspenso']","1 suspensão por usar música do guns n roses 
1 suspensão de 7 dias por falar q queria ser domado que nem egua pelo arrascaeta 

NEM UM MOTIVO MASSA EU CONSIGO PRA SER SUSPENSO"
"['sozinho', 'gente', 'consegue', 'fazer', 'merda', 'nenhuma', 'pra', 'ajudar', 'inferno']","Sozinho a gente não consegue fazer merda nenhuma pra ajudar, que inferno."
['caralho'],caralho https://t.co/mow37lqtSM
Tweet Tratado,Tweet Original
"['o', 'foda', 'todo', 'coisado', 'cabeca']",O foda é que ele é todo coisado da cabeça
"['amo', 'cabelo', 'preto']",me amo muito de cabelo preto
"['esqueci', 'kkjjjk', 'caralho', 'porra', 'buceta']",esqueci que * kkjjjk caralho porra buceta
"['perdi', 'game', 'perdi', 'joguei', 'bunda', 'joguei', 'enfiei', 'fila', 'arma', 'cu', 'sim', 'ficou', 'merda', 'dei', 'triplekill', 'aphelios', 'importa']","perdi o game? perdi
joguei com a bunda? joguei
enfiei minha fila de arma no cu? sim ficou uma merda
mas dei um triplekill de aphelios isso que importa"
"['deus', 'odeio', 'estressar', 'personagem', 'fdp', 'serie']",meu deus como eu odeio me estressar com personagem fdp de série
"['comecei', 'estudar', 'italiano', 'sozinha', 'fodase', 'botei', 'cabeca', 'dia', 'quero', 'morar', 'interior', 'italia', 'ninguem', 'tira', 'cabeca']",comecei a estudar italiano sozinha fodase. botei na minha cabeça que um dia quero morar no interior da itália e ninguem tira isso da minha cabeça
"['alexandre', 'defensor', 'traficantes', 'acha', 'povo', 'idiota']","Alexandre defensor dos Traficantes, acha mesmo que o Povo é Idiota. https://t.co/ALAUoPsCYJ"
"['pe', 'ta', 'gelado', 'meia', 'perdi', 'momento', 'ir', 'la', 'tomar', 'solzinho', 'pq', 'tava', 'adiantando', 'atividade', 'avaliativa', 'pos']",meu pé ta gelado até com meia e eu perdi o momento de ir la tomar um solzinho pq tava adiantando uma atividade avaliativa da pós
"['gato', 'louco', 'pao', 'queijo']",meu gato é louco com pão de queijo
"['acordei', 'sonhando', 'tomar', 'canjiquinha']",Acordei sonhando em tomar uma canjiquinha
"['tempo', 'ta', 'acabando', 'comigo', 'real', 'to', 'merda', 'cr']",esse tempo tá acabando comigo real tô muito na merda cr 😪🤧
"['postei', 'negocio', 'ontem', 'todo', 'mundo', 'levou', 'serio', 'odeio', 'ter', 'amigo', 'burro']",Postei um negócio ontem e todo mundo levou a sério 😭😭😭😭 odeio ter amigo burro
"['so', 'trabalha', 'fdp', 'vai', 'entender', 'sensacao', 'adquirir', 'bem', 'material']",Só quem trabalha que nem um fdp vai entender a sensação de adquirir um bem material
"['banda', 'abertura', 'dead', 'fish', 'to', 'fudido']",se a banda de abertura for dead fish eu to fudido
"['ja', 'aguento', 'palhacada', 'toda', 'cansada', 'tudo', 'dps', 'da', 'merda', 'vai', 'cair', 'pro', 'lado', 'fraco', 'lgc']","Já não aguento mais essa palhaçada toda já estou cansada de tudo isso , dps que dá merda vai cair pro lado mais fraco , lgc que é o meu 😔🤦🏼‍♀️"
"['penalti', 'pra', 'caralho']",Pênalti pra caralho
"['tempinho', 'bom', 'pra', 'fazer', 'caldo', 'mandioca', 'tomar', 'olhos']",Tempinho bom pra eu fazer caldo de mandioca e tomar até pelos olhos
"['to', 'ganhando', 'dolar', 'fodase', 'to', 'aii']",to ganhando em dólar fodase to nem aii
"['ser', 'corno', 'pra', 'assistir', 'jogo', 'horas', 'autocritica']",tem que ser muito corno pra assistir esse jogo 23:00 horas (autocrítica)
"['acontece', 'coisa', 'pra', 'fazer', 'ontem', 'pra', 'casa', 'dormir', 'n', 'nada', 'urgente', 'hoje', 'q', 'vo', 'toma', 'vinho', 'namorado', 'mt', 'feliz', 'ah', 'naooooo', 'faz', 'aqui', 'essa', 'merda', 'desse', 'motion', 'caralho', 'q', 'odio']",isso só acontece quando tenho coisa pra fazer ontem fui pra casa dormir n teve nada urgente hoje q vo toma vinho com meu namorado estava mt feliz ah NAOOOOO FAZ AQUI ESSA MERDA DESSE MOTION caralho q odio
"['puta', 'merda', 'mundo', 'acabou', 'tamo', 'fazendo', 'hora', 'extra', 'nessa', 'porra']","Puta merda, o mundo acabou e tamo fazendo hora extra nessa porra https://t.co/3VfwAHQfEU"
"['to', 'passando', 'frio', 'caralho', 'academia', 'deus']",eu tô passando um frio do caralho na academia. por deus https://t.co/rwhRLldCjI
"['reclamavam', 'sobre', 'fada', 'lanca', 'muita', 'musica', 'cds', 'agora', 'sumiu', 'to', 'louco', 'single', 'novo', 'ari']","Reclamavam que só sobre a fada lança muita música e cds. Agora ela sumiu, eu tô louco por um single novo da Ari 😪😪😪 https://t.co/2OKNEo4WRR"
"['deus', 'odeio', 'estudar', 'odeio', 'odeio', 'odeio', 'dor', 'cabeca', 'cu']",meu deus eu odeio estudar odeio odeio odeio dor de cabeça cu
"['serio', 'faco', 'merda', 'vida', 'kkkkk', 'tudo', 'bem']",sério só faço merda na minha vida KKKKK mas tudo bem
"['alguem', 'chama', 'pra', 'tomar', 'quentao']",Alguém me chama pra tomar um quentão.
"['ficou', 'esquisito', 'vou', 'ouvir', 'ate', 'acostumar', 'pq', 'sei', 'q', 'japones', 'idioma', 'complicado', 'pra', 'cacete']",ficou esquisito mas eu vou ouvir ate acostumar pq sei q japones é um idioma complicado pra cacete . https://t.co/EK3UcaI4V3
"['nesse', 'tempo', 'mantendo', 'equilibrio', 'tomar', 'banho', 'hora', 'logo', 'seguida', 'ficar', 'semana', 'chegar', 'perto', 'chuveiro']",nesse tempo estou mantendo o equilíbrio de tomar um banho de uma hora e logo em seguida ficar uma semana sem chegar perto do chuveiro
"['quero', 'mc', 'fish', 'va', 'pro', 'caralho', 'resto', 'podia', 'voltar', 'ein']",Quero que o mc fish vá pro caralho mas o resto podia voltar ein https://t.co/vyOJi6hDlg
"['puta', 'pariu', 'acho', 'consigo', 'levitar', 'forca', 'odio']",puta que pariu acho que consigo levitar só na força do ódio
"['odeio', 'caloteiro', 'ter', 'q', 'ficar', 'trabalhando', 'pra', 'caloteiro', 'velho', 'fdp', 'q', 'o', 'cara', 'sabe', 'que', 'nao', 'vai', 'pagar', 'de', 'novo', 'nossa', 'q', 'odio', 'vontade', 'de', 'transpassar', 'os', 'limites', 'legais', 'com', 'uma', 'faca']",ODEIO CALOTEIRO TER Q FICAR TRABALHANDO PRA CALOTEIRO VELHO FDP Q O CARA SABE QUE NÃO VAI PAGAR DE NOVO NOSSA Q ODIO VONTADE DE TRANSPASSAR OS LIMITES LEGAIS COM UMA FACA
"['foda', 'amar', 'pessoa', 'coloca', 'pra', 'baixo']",é foda amar uma pessoa que só te coloca pra baixo
"['gnt', 'to', 'vendendo', 'cadela', 'pq', 'nn', 'aguento', 'porte', 'pequeno', 'raca', 'atente', 'nome', 'isadora', 'nao', 'adestrada', 'nn', 'obedece', 'pq', 'bem', 'burrinha', 'qm', 'interesse', 'favor', 'entrar', 'contato', 'fotos', 'anexo']","gnt to vendendo minha cadela pq nn aguento mais ela, ela é porte pequeno, sem raça e atente pelo nome isadora.
nao é adestrada e nn obedece pq é bem burrinha.
qm tiver interesse, favor entrar em contato.
fotos em anexo: https://t.co/qMb4WUzXI7"
"['cabelo', 'voltou', 'ser', 'preto']",meu cabelo voltou a ser preto :(((((((((((
"['whey', 'beijinho', 'doce', 'pra', 'caralho']",Whey de beijinho doce pra caralho
"['telefone', 'bosta', 'fabricou', 'caco', 'corno']",telefone de bosta quem fabricou esse caco é um corno
"['cada', 'frase', 'ficando', 'burro']",a cada frase foi ficando mais burro https://t.co/KwC3fzNcz1
"['vez', 'entrei', 'uber', 'pisei', 'merda', 'passo', 'antes', 'entrar', 'carro', 'devia', 'ter', 'feito', 'video', 'chorando']","uma vez quando entrei no uber eu pisei na merda um passo antes de entrar no carro, eu devia ter feito video chorando também https://t.co/mgpwch7lRT"
"['fui', 'bolsr', 'botei', 'metade', 'dichavada', 'olhei', 'pro', 'lsdo', 'voltei', 'caido', 'tudo', 'chao', 'kkkk', 'vai', 'foder', 'q', 'usar', 'outra', 'metade', 'inferno']","Fui bolsr, botei metade da dichavada, olhei pro lsdo, quando voltei tinha caido tudo no chão kkkk vai de foder, tive q usar a outra metade, inferno"
"['brincar', 'telefone', 'fio', 'spindel', 'foda', 'da']","Brincar de telefone sem fio com spindel é foda, não dá.... https://t.co/zwvJnYpuWY"
"['e', 'foda', 'paquerar', 'pessoa', 'n', 'entender']",E foda paquerar e a pessoa n entender
"['queria', 'ganha', 'uns', 'pila', 'cada', 'coisa', 'faco', 'nesse', 'cacete']",queria ganha uns pila por cada coisa que eu faço a mais nesse cacete
"['dor', 'garganta', 'caralho']",dor de garganta do caralho
"['fdp', 'desgracento']",fdp desgracento!!
"['esse', 'mino', 'xinga', 'kkkkkkk', 'chama', 'cinica', 'sonsa', 'diaba', 'fdp', 'debochada', 'kkkkkkkkkkkkkkkkkkkk']","Esse mino só me xinga kkkkkkk me chama de cínica, sonsa, diaba, fdp , debochada kkkkkkkkkkkkkkkkkkkk"
"['semana', 'retrasada', 'larissa', 'vendo', 'hrs', 'iguais', 'direto', 'agora', 'toma', 'cu']",Semana retrasada foi a Larissa a vendo hrs iguais direto agora eu toma no cu
"['o', 'taurus', 'ficar', 'amarrado', 'come', 'tudo', 'destroi', 'tudo', 'filedaputa']",O Taurus tem que ficar amarrado come tudo destrói tudo esse filedaputa
"['louco', 'pensar', 'desde', 'outubro', 'converso', 'mesma', 'pessoa', 'todos', 'dias', 'nunca', 'canso', 'nunca', 'suficiente', 'certeza', 'conversa', 'vai', 'durar', 'vida', 'toda']","é louco pensar que desde 31 de outubro de 2021 eu converso com a mesma pessoa todos os dias e nunca me canso, nunca é suficiente e eu tenho a certeza que essa conversa vai durar a vida toda"
"['come', 'banana', 'comida', 'ja', 'desistiu', 'vida', 'faz', 'tempo']",quem come banana com comida ja desistiu da vida faz tempo
"['nada', 'forcado', 'tribufus', 'twitter', 'querendo', 'falar', 'meninas', 'loona', 'feias', 'enxerguem', 'caralho']","Nada mais forçado que esses tribufus do twitter querendo falar que as meninas do Loona são feias, se enxerguem caralho https://t.co/sTYMpPDkNW"
"['chega', 'calango', 'de', 'merda']",Chega CALANGO DE MERDA
"['gente', 'vou', 'ter', 'tomar', 'banho', 'nesse', 'frio', 'pra', 'sair']",Gente eu mesmo que vou ter que tomar banho nesse frio pra sair???? 😭😭😭😭😭
"['puta', 'merda', 'consigo', 'tirar', 'pessoa', 'cabeca']",puta merda eu não consigo tirar essa pessoa da minha cabeça
"['vai', 'tomar', 'cu', 'kkkkkkkk']",vai tomar no cu kkkkkkkk https://t.co/WjuqBrdKRz
"['depois', 'anos', 'finalmente', 'trabalhando', 'formei', 'foda', 'agora', 'pra', 'saber', 'bom', 'demora', 'uns', 'meses', 'haha']","Depois de 7 anos estou finalmente trabalhando com o que me formei.
Foda que agora pra saber se eu sou bom mesmo demora uns meses haha"
"['der', 'merda', 'culpa', 'thalita']",se der merda a culpa é de thalita
"['foda', 'ficar', 'doente', 'fico', 'sensivel']","Foda ficar doente, fico sensível 💅💅💅💅💅"
"['o', 'tweet', 'furou', 'bolha', 'geral', 'ta', 'dodoi', 'para', 'mim', 'burro', 'entende', 'critica', 'o', 'pavao', 'ouve', 'torcedor', 'sinico', 'convem', 'justificou', 'compra', 'cp', 'geral', 'desce', 'lenha', 'e', 'reclamem', 'vontade', 'continuem', 'personagem']","O tweet furou a bolha e geral tá dodói. Para mim, burro é quem não entende a crítica. O PAVÃO não ouve o torcedor, mas é sínico quando lhe convém, como quando justificou a compra do CP que geral desce a lenha. É só isso. Reclamem a vontade e continuem com o personagem de vocês 😘 https://t.co/lWoKnumdXb"
"['irmao', 'tao', 'burro', 'filho', 'fds', 'balanca']",o meu irmão é tão burro filho fd-s é mesmo balança
"['nossa', 'desesperador', 'puta', 'pariu', 'gente', 'assim', 'fica', 'famosa', 'cara']",Nossa DESESPERADOR puta que pariu como gente assim fica famosa cara https://t.co/Xt5RXzti5J
"['queria', 'guardar', 'outra', 'forma', 'toda', 'vez', 'reflito', 'sobre', 'percebo', 'quanto', 'ingenuo', 'burro', 'fato', 'faz', 'mal']","Queria te guardar de outra forma, mas toda vez que reflito sobre, percebo o quanto fui ingênuo e burro, de fato me faz muito mal."
"['nao', 'filha', 'odeio', 'pai', 'quero', 'foda', 'mae']","""Não filha eu não odeio seu pai não só quero que ele se foda"" 
-mãe"
"['vontade', 'tomar', 'vinho']",que vontade de tomar vinho
"['como', 'pessoa', 'apaixona', 'outro', 'quer', 'isso', 'foda']",Como que a pessoa se apaixona por uma por outro que não quer ela.  Isso que é foda!!
"['ai', 'xixa', 'vai', 'toma', 'cu', 'compra', 'carro', 'desgraca', 'ate', 'parece', 'q', 'nao', 'rica']",ai xixa vai toma no cu compra um carro desgraça ate parece q nao e rica https://t.co/6eEEU8Xa3P
"['queria', 'entender', 'intencao', 'sbt', 'passar', 'merda', 'jogo', 'kkkk']",Queria entender a intenção do sbt em passar essa merda de jogo kkkk
"['se', 'decide', 'caralho']",SE DECIDE CARALHO https://t.co/vscqz924LP
['caralho'],CARALHO???? https://t.co/t1LZrq835j
"['vem', 'toda', 'hora', 'dizer', 'magoado', 'mandar', 'ir', 'tomar', 'cu']","Vem toda hora dizer que está magoado, até eu mandar ele ir tomar no cu."
"['o', 'bom', 'trabalha', 'ter', 'proprio', 'dinheiro', 'vc', 'sente', 'vontade', 'come', 'algo', 'compra', 'tava', 'vontade', 'come', 'caixa', 'salgado', 'comprei', 'theo', 'devoremos']",O bom de trabalha e ter seu próprio dinheiro é que vc sente vontade de come algo e só compra eu tava com vontade de come uma caixa de salgado comprei eu e o Théo devoremos🤩🤣
"['nunca', 'reclamei', 'calor', 'frio', 'pra', 'caralho', 'mane']","Nunca reclamei do calor,frio pra caralho mane🥶🥶"
"['lembrei', 'qnd', 'quase', 'fiquei', 'cega', 'pq', 'fdp', 'q', 'colocou', 'cilios', 'entupiu', 'cola']",lembrei de qnd quase fiquei cega pq a fdp q colocou meus cílios me entupiu de cola https://t.co/kekVKKvIhG
"['vou', 'tomar', 'banho', 'logo', 'pq', 'tarde', 'tomo', 'kkkkkk']",Vou tomar banho logo pq mais tarde eu não tomo não KKKKKK
"['quero', 'fazer', 'outra', 'identidade', 'ta', 'foda']",Quero fazer outra identidade mais tá foda🤦🏽‍♂️
"['foi', 'penalti', 'pra', 'caralho']",Foi pênalti pra Caralho
"['queria', 'tomar', 'caldinho']",Queria tomar um caldinho
"['vi', 'tt', 'sobre', 'ter', 'empatia', 'professores', 'didatica', 'pq', 'normalmente', 'exaustos', 'jornadas', 'excessivas', 'pra', 'ter', 'salario', 'digno', 'lembrei', 'professores', 'didatica', 'ridicula', 'msm', 'sendo', 'mt', 'inteligentes', 'ganhando', 'a', 'empatia', 'pro', 'caralho']","vi um tt sobre ter empatia com professores sem didática pq normalmente estão exaustos de jornadas excessivas pra ter um salário digno
Lembrei que meus professores tem uma didática ridícula msm sendo mt inteligentes e ganhando 30k 
A empatia foi pro caralho"
"['mama', 'bola', 'dc', 'foda', 'pqp']","mama bola da DC é foda, pqp"
"['mamin', 'levando', 'chocolate', 'quente', 'p', 'mim', 'tomar', 'escola', 'aaa']","mamin levando chocolate quente p mim tomar na escola, aaa"
"['outro', 'vagabundo', 'pra', 'ir', 'pra', 'cadeira', 'eletrica', 'um', 'vagabundo', 'safado', 'merece', 'pena', 'morte', 'esses', 'tipos', 'lixo', 'humano', 'pode', 'viver', 'meio', 'sociedade', 'gente', 'bem', 'ta', 'hora', 'ministro', 'dr', 'alexandre', 'stf', 'assinar', 'decretar', 'pena', 'morte', 'pra', 'caras']","OUTRO VAGABUNDO PRA IR PRA CADEIRA ELÉTRICA
Um vagabundo safado que merece pena de morte.
Esses tipos de lixo humano não pode viver mais no meio de nossa sociedade de gente do bem.
Tá na hora do Ministro Dr. Alexandre do STF assinar e decretar a pena de morte pra esses caras. https://t.co/ksd8vekgx8"
"['puta', 'merda', 'sei', 'onde', 'foste', 'ver', 'confiancas']","puta de merda, não sei onde foste ver das confianças com ele"
"['adoro', 'tomar', 'banho', 'frio', 'quero', 'sair', 'la']","eu adoro tomar banho no frio, eu só não quero sair de lá depois"
"['fone', 'quebrou', 'final', 'ultimo', 'exercicio', 'juro', 'vou', 'pois', 'vou', 'em', 'casa', 'pegar', 'outro', 'fone', 'voltar', 'pra', 'terminar', 'cardio', 'q', 'fi', 'duma', 'egua', 'pra', 'escutar', 'musicas', 'q', 'tocam', 'la']","meu fone quebrou no final do último exercício eu juro que vou *, pois eu vou EM CASA, pegar OUTRO fone e voltar pra terminar meu cardio q não sou nem fi duma égua pra escutar essas músicas q tocam lá https://t.co/uzJL3SnsHG"
